coid,year,elect1,elmon,elday,leftc,leftgs,lefts,leftv,rightc,rightgs,rights,rightv,tcdemc,tcdemgs,tcdems,tcdemv,mcdemc,mcdemgs,mcdems,mcdemv,centc,centgs,cents,centv,rwpc,rwpgs,rwpseat,rwpvote,llc,llgs,llseat,llvote
9,1973,1,2,28,25,11,13,15,75,44,85,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1974,0,0,0,33,13,13,14,67,38,85,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1975,0,0,0,33,13,13,14,67,38,85,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1976,0,0,0,33,13,13,14,67,38,85,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1977,1,6,17,33,12,12,14,67,34,86,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1978,0,0,0,33,12,12,13,67,29,86,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1979,0,0,0,30,11,12,13,70,38,86,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1980,0,0,0,0,0,12,13,100,57,86,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1981,1,6,11,14,5,11,12,86,48,86,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1982,1,2,18,7,2,9,12,93,47,87,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1983,0,0,0,27,10,11,13,73,42,87,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1984,0,0,0,27,10,11,13,73,42,87,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1985,0,0,0,27,10,11,13,73,42,87,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1986,0,0,0,27,11,11,13,73,42,87,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1987,1,2,17,4,3,10,13,95,47,82,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
9,1988,0,0,0,0,0,10,13,100,49,80,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
9,1989,1,6,15,0,0,12,13,94,48,80,72,0,0,0,0,0,0,0,0,6,2,6,9,0,0,0,0,0,0,0.6,1.5
9,1990,0,0,0,0,0,14,13,87,46,80,74,0,0,0,0,0,0,0,0,13,4,4,6,0,0,0,0,0,0,0.6,1.5
9,1991,0,0,0,0,0,14,13,87,46,80,74,0,0,0,0,0,0,0,0,13,4,4,6,0,0,0,0,0,0,0.6,1.5
9,1992,1,11,25,0,0,14,13,87,46,80,74,0,0,0,0,0,0,0,0,13,4,4,6,0,0,0,0,0,0,0.6,1.5
9,1993,0,0,0,40,20,20,24,60,41,68,64,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0.6,1.4
9,1994,0,0,0,40,20,22,24,60,41,68,64,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0.6,1.4
9,1995,0,0,0,47,22,22,24,53,28,68,64,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0.6,1.4
9,1996,0,0,0,47,23,23,24,53,28,68,64,0,0,6,5,0,0,6,5,0,0,0,0,0,0,0,0,0,0,1,3
9,1997,1,6,6,24,12,18,20,73,37,73,66,3,1,4,5,3,1,4,5,0,0,1,1,0,0,0,0,0,0,1,2
9,1998,0,0,0,0,0,12,16,93,46,79,67,7,2,2,5,7,2,2,5,0,0,2,3,0,0,0,0,0,0,1,3
9,1999,0,0,0,0,0,12,16,93,46,79,67,7,2,2,5,7,2,2,5,0,0,2,3,0,0,0,0,0,0,1,3
9,2000,0,0,0,0,0,12,16,93,46,79,67,7,2,2,5,7,2,2,5,0,0,2,3,0,0,0,0,0,0,1,3
9,2001,0,0,0,0,0,12,16,93,46,79,67,7,2,2,5,7,2,2,5,0,0,2,3,0,0,0,0,0,0,1,3
9,2002,1,5,17,0,0,16,19,90,47,73,65,10,3,3,4,10,3,3,4,0,0,1,1,0,0,0,0,0,0,2,3
9,2003,0,0,0,0,0,20,22,87,49,68,64,13,5,5,4,13,5,5,4,0,0,0,0,0,0,0,0,0,0,4,4
9,2004,0,0,0,0,0,20,22,87,49,68,64,13,5,5,4,13,5,5,4,0,0,0,0,0,0,0,0,0,0,4,4
9,2005,0,0,0,0,0,20,22,87,49,68,64,13,5,5,4,13,5,5,4,0,0,0,0,0,0,0,0,0,0,4,4
9,2006,0,0,0,0,0,20,22,87,49,68,64,13,5,5,4,13,5,5,4,0,0,0,0,0,0,0,0,0,0,4,4
9,2007,1,5,24,7,2,20,22,84,48,73,67,10,3,3,4,10,3,3,4,0,0,0,0,0,0,0,0,7,2,4,5
9,2008,0,0,0,13,4,19,22,80,47,78,69,7,1,1,3,7,1,1,3,0,0,0,0,0,0,0,0,13,4,4,5
9,2009,0,0,0,13,4,19,22,80,47,78,69,7,1,1,3,7,1,1,3,0,0,0,0,0,0,0,0,13,4,4,5
9,2010,0,0,0,13,4,19,22,80,47,78,69,7,1,1,3,7,1,1,3,0,0,0,0,0,0,0,0,13,4,4,5
9,2011,1,2,25,28,15,30,31,70,39,63,58,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,3,1,1,3
10,1950,0,0,0,10,9,32,31,0,0,3,5,68,53,53,49,68,53,53,49,16,2,11,14,0,0,0,0,0,0,0,0
10,1951,0,0,0,9,5,32,31,0,0,3,5,74,53,53,49,74,53,53,49,17,2,11,14,0,0,0,0,0,0,0,0
10,1952,0,0,0,0,0,32,31,9,9,3,5,82,53,53,49,82,53,53,49,18,2,11,14,0,0,0,0,0,0,0,0
10,1953,1,6,7,0,0,35,34,0,0,8,9,88,49,49,45,88,49,49,45,12,1,8,12,0,0,0,0,0,0,0,0
10,1954,0,0,0,0,0,37,36,0,0,12,13,70,45,45,40,70,45,45,40,30,5,6,10,0,0,0,0,0,0,0,0
10,1955,0,0,0,0,0,37,36,0,0,12,13,67,45,45,40,67,45,45,40,33,5,6,10,0,0,0,0,0,0,0,0
10,1956,0,0,0,0,0,37,36,0,0,12,13,67,45,45,40,67,45,45,40,33,5,6,10,0,0,0,0,0,0,0,0
10,1957,0,0,0,0,0,37,36,0,0,12,13,86,45,45,40,86,45,45,40,14,2,6,10,0,0,0,0,0,0,0,0
10,1958,1,5,25,0,0,38,37,0,0,9,10,90,46,46,41,90,46,46,41,10,2,7,10,0,0,0,0,0,0,0,0
10,1959,0,0,0,0,0,38,37,0,0,6,7,97,46,46,42,97,46,46,42,3,1,8,10,0,0,0,0,0,0,0,0
10,1960,0,0,0,0,0,38,37,0,0,6,7,100,46,46,42,100,46,46,42,0,0,8,10,0,0,0,0,0,0,0,0
10,1961,0,0,0,0,0,38,37,0,0,6,7,100,46,46,42,100,46,46,42,0,0,8,10,0,0,0,0,0,0,0,0
10,1962,0,0,0,0,0,38,37,0,0,6,7,83,46,46,42,83,46,46,42,17,4,8,10,0,0,0,0,0,0,0,0
10,1963,1,4,28,2,1,39,38,0,0,5,7,86,43,43,40,86,43,43,40,12,4,10,12,0,0,0,0,0,0,0,0
10,1964,0,0,0,23,14,40,39,0,0,5,7,62,41,41,38,62,41,41,38,15,6,12,14,0,0,0,0,0,0,0,0
10,1965,0,0,0,23,14,40,39,0,0,5,7,62,41,41,38,62,41,41,38,15,6,12,14,0,0,0,0,0,0,0,0
10,1966,0,0,0,23,14,40,39,0,0,5,7,62,41,41,38,62,41,41,38,15,6,12,14,0,0,0,0,0,0,0,0
10,1967,0,0,0,23,14,40,39,0,0,5,7,62,41,41,38,62,41,41,38,15,6,12,14,0,0,0,0,0,0,0,0
10,1968,1,5,18,14,8,43,42,0,0,5,6,78,42,42,39,78,42,42,39,8,3,9,11,0,0,0,0,0,0,0,0
10,1969,0,0,0,20,11,46,45,0,0,5,5,80,42,42,39,80,42,42,39,0,0,6,8,0,0,0,0,0,0,0,0
10,1970,0,0,0,16,11,46,45,0,0,5,5,70,42,42,39,70,42,42,39,13,1,6,8,0,0,0,0,0,0,0,0
10,1971,0,0,0,22,15,46,45,0,0,5,5,59,42,42,39,59,42,42,39,19,1,6,8,0,0,0,0,0,0,0,0
10,1972,1,5,7,11,8,42,42,0,0,8,7,62,42,42,39,62,42,42,39,27,5,8,10,0,0,0,0,0,0,0,0
10,1973,0,0,0,10,5,38,39,0,0,9,8,62,42,42,39,62,42,42,39,28,8,10,12,0,0,0,0,0,0,0,0
10,1974,0,0,0,20,9,38,39,0,0,9,8,62,42,42,39,62,42,42,39,17,5,10,12,0,0,0,0,0,0,0,0
10,1975,0,0,0,0,0,38,39,0,0,9,8,80,42,42,39,80,42,42,39,20,2,10,12,0,0,0,0,0,0,0,0
10,1976,1,6,20,0,0,42,42,0,0,8,7,98,42,42,39,98,42,42,39,2,0,7,9,0,0,0,0,0,0,0,1.1
10,1977,0,0,0,0,0,45,44,0,0,6,6,100,42,42,39,100,42,42,39,0,0,5,7,0,0,0,0,0,0,0,1.1
10,1978,0,0,0,0,0,45,44,0,0,6,6,100,42,42,39,100,42,42,39,0,0,5,7,0,0,0,0,0,0,0,1.1
10,1979,1,6,3,0,0,43,42,0,0,5,5,93,42,42,38,93,42,42,38,7,2,6,8,0,0,0,0,0,0,2.9,3.5
10,1980,0,0,0,21,8,42,40,0,0,5,5,64,42,42,38,64,42,42,38,15,4,7,9,0,0,0,0,0,0,2.9,3.5
10,1981,0,0,0,26,10,42,40,0,0,5,5,55,42,42,38,55,42,42,38,18,6,7,9,0,0,0,0,0,0,2.9,3.5
10,1982,0,0,0,27,10,42,40,0,0,5,5,58,42,42,38,58,42,42,38,16,6,7,9,0,0,0,0,0,0,2.9,3.5
10,1983,1,6,26,18,7,43,41,0,0,6,6,60,39,39,35,60,39,39,35,23,7,10,11,0,0,0.2,0.3,0,0,1.7,2.2
10,1984,0,0,0,22,12,43,41,0,0,7,7,59,36,36,33,59,36,36,33,19,9,12,12,0,0,0.2,0.3,0,0,1.7,2.2
10,1985,0,0,0,22,12,43,41,0,0,7,7,59,36,36,33,59,36,36,33,19,9,12,12,0,0,0.2,0.3,0,0,1.7,2.2
10,1986,0,0,0,22,12,43,41,0,0,7,7,59,36,36,33,59,36,36,33,19,9,12,12,0,0,0.2,0.3,0,0,1.7,2.2
10,1987,1,6,14,18,11,45,44,0,0,6,8,56,36,36,34,56,36,36,34,16,7,10,10,0,0,0.2,1.7,0,0,4.2,5.1
10,1988,0,0,0,30,15,47,46,0,0,6,8,50,37,37,34,50,37,37,34,20,8,8,9,0,0,0.2,1.7,0,0,4.2,5.1
10,1989,0,0,0,30,15,47,46,0,0,6,8,48,37,37,34,48,37,37,34,21,8,8,9,0,0,0.2,1.7,0,0,4.2,5.1
10,1990,0,0,0,30,15,47,46,0,0,6,8,47,37,37,34,47,37,37,34,23,8,8,9,0,0,0.2,1.7,0,0,4.2,5.1
10,1991,0,0,0,32,15,47,46,0,0,6,8,53,37,37,34,53,37,37,34,16,5,8,9,0,0,0.2,1.7,0,0,4.2,5.1
10,1992,1,4,5,30,15,42,41,0,0,12,12,44,34,34,31,44,34,34,31,14,4,10,10,0,0,8.9,9.1,0,0,3.6,4
10,1993,0,0,0,19,16,41,39,0,0,14,14,32,33,33,30,32,33,33,30,13,4,10,10,0,0,8.9,9.1,0,0,3.6,4
10,1994,1,3,27,4,4,36,35,53,43,47,36,13,12,12,16,13,12,12,16,9,2,5,6,0,0,18.6,8.4,0,0,1.7,2.7
10,1995,0,0,0,0,0,34,34,0,0,58,43,0,0,5,11,0,0,5,11,0,0,3,5,0,0,18.6,8.4,0,0,1.7,2.7
10,1996,1,4,21,24,15,35,33,0,0,51,52,9,6,14,12,9,6,10,8,9,2,4,5,0,0,12,9,1.25,6.8,2,3
10,1997,0,0,0,49,30,35,32,0,0,48,54,18,12,17,13,18,12,12,7,18,4,4,4,0,0,9,10,2.5,4.5,3,2
10,1998,0,0,0,49,30,35,32,0,0,48,54,23,12,17,13,23,12,12,7,15,4,4,4,0,0,9,10,2.5,5.3,3,2
10,1999,0,0,0,49,30,35,32,0,0,48,54,37,12,17,13,23,12,12,7,7,4,4,4,0,0,9,10,2.5,7.4,3,2
10,2000,0,0,0,61,30,35,32,0,0,48,54,25,12,17,13,25,12,12,7,4,4,4,4,0,0,9,10,2.5,7.9,3,2
10,2001,1,5,13,31,15,31,31,36,25,49,50,17,9,12,8,13,6,6,4,2,2,9,9,6,3.5,7,7,1.1,4,3,2
10,2002,0,0,0,0,0,28,29,72,50,50,47,8,6,6,3,0,0,0,0,0,0,13,14,12,5,5,4,0,0,3,2
10,2003,0,0,0,0,0,28,29,72,50,50,47,8,6,6,3,0,0,0,0,0,0,13,14,12,5,5,4,0,0,3,2
10,2004,0,0,0,0,0,28,29,72,50,50,47,8,6,6,3,0,0,0,0,0,0,13,14,12,5,5,4,0,0,3,2
10,2005,0,0,0,0,0,28,29,72,50,50,47,8,6,6,3,0,0,0,0,0,0,13,14,6,2.5,5,4,0,0,3,2
10,2006,1,4,10,39,23,39,35,35,24,42,42,6,3,8,7,2,1,5,5,5,3,10,10,0,0,3,2,2,1,3,2
10,2007,0,0,0,74,45,47,42,0,0,39,41,0,0,1,1,0,0,0,0,11,7,13,13,0,0,4,5,4,2,2,2
10,2008,1,4,14,19,11,37,38,75,40,56,50,0,0,5,5,0,0,0,0,3,2,7,7,14,8,9,8,1,1,1,1
10,2009,0,0,0,0,0,34,36,100,53,61,52,0,0,6,6,0,0,0,0,0,0,5,5,18,10,10,9,0,0,0,0
10,2010,0,0,0,0,0,34,36,100,53,61,52,0,0,6,6,0,0,0,0,0,0,5,5,18,10,10,9,0,0,0,0
10,2011,0,0,0,0,0,34,36,100,53,61,52,0,0,6,6,0,0,0,0,0,0,5,5,18,10,10,9,0,0,0,0
11,1950,0,0,0,0,0,18,23,100,71,71,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1951,0,0,0,0,0,18,23,100,71,71,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1952,1,10,1,0,0,20,23,100,71,71,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1953,1,4,19,0,0,28,27,100,67,67,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1954,0,0,0,0,0,30,28,100,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1955,1,2,27,0,0,33,31,100,64,64,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1956,0,0,0,0,0,33,31,100,64,64,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1957,0,0,0,0,0,33,31,100,64,64,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1958,1,5,22,0,0,35,34,100,63,63,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1959,0,0,0,0,0,36,35,100,62,62,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1960,1,11,20,0,0,36,35,100,62,62,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1961,0,0,0,0,0,35,39,100,63,63,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1962,0,0,0,0,0,35,39,100,63,63,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1963,1,11,21,0,0,35,39,100,63,63,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1964,0,0,0,0,0,36,40,100,61,61,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1965,0,0,0,0,0,36,40,100,61,61,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1966,0,0,0,0,0,36,40,100,61,61,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1967,1,1,29,0,0,36,39,100,57,57,49,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0
11,1968,0,0,0,0,0,36,39,100,57,57,49,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0
11,1969,1,12,27,0,0,36,39,100,57,57,49,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0
11,1970,0,0,0,0,0,28,36,100,59,59,48,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0
11,1971,0,0,0,0,0,28,36,100,59,59,48,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0
11,1972,1,12,10,0,0,28,36,100,58,58,48,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0
11,1973,0,0,0,0,0,35,40,100,55,55,47,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0
11,1974,0,0,0,0,0,35,40,100,55,55,47,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0
11,1975,0,0,0,0,0,35,40,100,55,55,47,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0
11,1976,1,12,5,0,0,35,40,100,54,54,47,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0
11,1977,0,0,0,0,0,32,37,100,49,52,46,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0
11,1978,0,0,0,0,0,32,37,100,49,52,46,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0
11,1979,1,10,7,0,0,33,37,100,49,51,47,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0
11,1980,1,6,22,0,0,35,37,100,52,54,50,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0
11,1981,0,0,0,0,0,33,36,100,56,58,51,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0
11,1982,0,0,0,0,0,33,36,100,56,58,51,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0
11,1983,1,12,18,0,0,33,36,100,56,58,51,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0
11,1984,0,0,0,0,0,34,35,100,49,51,48,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0
11,1985,0,0,0,0,0,34,35,100,49,51,48,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0
11,1986,1,7,6,0,0,31,34,100,53,55,50,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0
11,1987,0,0,0,0,0,27,32,100,57,58,51,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0
11,1988,0,0,0,0,0,27,32,100,57,58,51,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0
11,1989,0,0,0,0,0,27,32,100,57,58,51,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0
11,1990,1,2,18,0,0,32,36,100,55,55,47,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0
11,1991,0,0,0,0,0,33,38,100,54,54,46,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0
11,1992,0,0,0,0,0,33,38,100,54,54,46,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0
11,1993,1,7,18,20,10,27,32,67,38,60,52,0,0,0,0,0,0,0,0,10,5,10,8,0,0,0,0,0,0,0,0
11,1994,0,0,0,27,12,21,28,56,33,65,58,0,0,0,0,0,0,0,0,12,5,10,8,0,0,0,0,0,0,0,0
11,1995,0,0,0,29,14,21,28,72,45,65,58,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0
11,1996,1,10,20,21,9,18,26,71,42,71,63,0,0,0,0,0,0,0,0,4,3,8,6,0,0,0,0,0,0,0,0
11,1997,0,0,0,0,0,8,21,100,49,90,78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,1998,0,0,0,0,0,8,21,98,52,90,78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,1999,0,0,0,0,0,8,21,95,61,90,78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,2000,1,6,25,0,0,21,46,89,54,71,59,0,0,0,0,0,0,0,0,4,8,8,7,0,0,0,0,0,0,0,0
11,2001,0,0,0,0,0,33,46,83,47,51,40,0,0,0,0,0,0,0,0,5,6,6,13,0,0,0,0,0,0,0,0
11,2002,0,0,0,0,0,33,46,78,47,51,40,0,0,0,0,0,0,0,0,6,6,6,13,0,0,0,0,0,0,0,0
11,2003,1,9,11,0,0,3,13,78,48,51,35,0,0,0,0,0,0,0,0,6,7,44,52,0,0,0,0,0,0,0,0
11,2004,0,0,0,0,0,3,13,82,51,51,35,0,0,0,0,0,0,0,0,6,7,41,38,0,0,0,0,0,0,0,0
11,2005,1,9,11,0,0,3,13,94,54,54,37,0,0,0,0,0,0,0,0,6,7,41,38,0,0,0,0,0,0,0,0
11,2006,0,0,0,0,0,3,13,93,61,62,42,0,0,0,0,0,0,0,0,6,7,30,44,0,0,0,0,0,0,0,0
11,2007,0,0,0,0,0,3,13,93,61,62,42,0,0,0,0,0,0,0,0,6,7,30,44,0,0,0,0,0,0,0,0
11,2008,0,0,0,0,0,3,13,93,61,62,42,0,0,0,0,0,0,0,0,6,7,30,44,0,0,0,0,0,0,0,0
11,2009,1,8,30,2,1,3,13,71,46,53,40,0,0,0,0,0,0,0,0,27,22,40,46,0,0,0,0,0,0,0,0
11,2010,0,0,0,3,1,3,11,6,1,26,32,0,0,0,0,0,0,0,0,90,65,69,53,0,0,0,0,0,0,0,0
11,2011,0,0,0,0,0,3,11,6,1,26,32,0,0,0,0,0,0,0,0,86,65,69,53,0,0,0,0,0,0,0,0
12,1950,0,0,0,38,27,35,34,19,17,32,32,38,32,32,31,38,32,32,31,0,0,0,0,0,0,0,0,0,0,0,0
12,1951,0,0,0,42,27,35,34,28,17,32,32,28,32,32,31,28,32,32,31,0,0,0,0,0,0,0,0,0,0,0,0
12,1952,1,6,25,41,28,36,34,30,18,32,32,26,31,31,30,26,31,31,30,0,0,0,0,0,0,0,0,0,0,0,0
12,1953,0,0,0,35,30,36,35,29,21,32,33,29,30,30,29,29,30,30,29,0,0,0,0,0,0,0,0,0,0,0,0
12,1954,0,0,0,35,30,36,35,29,21,32,33,29,30,30,29,29,30,30,29,0,0,0,0,0,0,0,0,0,0,0,0
12,1955,0,0,0,35,30,36,35,29,21,32,33,29,30,30,29,29,30,30,29,0,0,0,0,0,0,0,0,0,0,0,0
12,1956,1,6,13,37,32,37,36,30,20,31,32,28,32,32,30,28,32,32,30,0,0,0,0,0,0,0,0,0,0,0,0
12,1957,0,0,0,44,33,38,38,31,19,30,31,25,33,33,32,25,33,33,32,0,0,0,0,0,0,0,0,0,0,0,0
12,1958,0,0,0,44,33,38,38,31,19,30,31,25,33,33,32,25,33,33,32,0,0,0,0,0,0,0,0,0,0,0,0
12,1959,1,3,12,0,0,36,35,47,25,32,32,49,33,33,32,49,33,33,32,0,0,0,0,0,0,0,0,0,0,0,0
12,1960,0,0,0,0,0,35,34,47,30,32,33,46,33,33,32,46,33,33,32,0,0,0,0,0,0,0,0,0,0,0,0
12,1961,0,0,0,0,0,35,34,47,30,32,33,46,33,33,32,46,33,33,32,0,0,0,0,0,0,0,0,0,0,0,0
12,1962,0,0,0,0,0,35,34,47,30,32,33,46,33,33,32,46,33,33,32,0,0,0,0,0,0,0,0,0,0,0,0
12,1963,1,5,15,0,0,35,34,48,30,33,33,48,33,33,32,48,33,33,32,0,0,0,0,0,0,0,0,0,0,0,0
12,1964,0,0,0,0,0,35,34,50,29,34,33,50,33,33,32,50,33,33,32,0,0,0,0,0,0,0,0,0,0,0,0
12,1965,0,0,0,27,22,35,34,28,13,34,33,45,33,33,32,45,33,33,32,0,0,0,0,0,0,0,0,0,0,0,0
12,1966,0,0,0,33,25,35,34,24,9,34,33,44,33,33,32,44,33,33,32,0,0,0,0,0,0,0,0,0,0,0,0
12,1967,1,2,15,0,0,32,32,54,24,36,36,46,29,29,27,46,29,29,27,0,0,4,4,0,0,0,0,0,0,0,0
12,1968,0,0,0,0,0,31,31,56,29,37,37,44,28,28,26,44,28,28,26,0,0,5,5,0,0,0,0,0,0,0,0
12,1969,0,0,0,0,0,31,31,56,29,37,37,44,28,28,26,44,28,28,26,0,0,5,5,0,0,0,0,0,0,0,0
12,1970,0,0,0,0,0,31,31,56,29,37,37,44,28,28,26,44,28,28,26,0,0,5,5,0,0,0,0,0,0,6,6.5
12,1971,1,3,28,0,0,32,32,55,30,36,36,45,24,24,23,45,24,24,23,0,0,6,6,0,0,0,0,0,0,6.6,7.1
12,1972,1,11,29,0,0,33,32,56,32,36,35,46,22,22,22,46,22,22,22,0,0,7,7,0,0,0,0,0,0,10.7,10.8
12,1973,0,0,0,29,26,40,38,31,16,38,36,32,18,18,18,32,18,18,18,0,0,4,4,0,0,0,0,0,0,10.7,10.8
12,1974,0,0,0,44,29,40,38,19,13,38,36,25,18,18,18,25,18,18,18,0,0,4,4,0,0,0,0,0,0,10.7,10.8
12,1975,0,0,0,44,29,40,38,19,13,38,36,25,18,18,18,25,18,18,18,0,0,4,4,0,0,0,0,0,0,10.7,10.8
12,1976,0,0,0,44,29,40,38,19,13,38,36,25,18,18,18,25,18,18,18,0,0,4,4,0,0,0,0,0,0,10.7,10.8
12,1977,1,5,25,44,32,40,39,19,13,30,28,25,18,27,26,25,18,27,26,0,0,5,5,0,0,0,0,0,0,4,4.3
12,1978,0,0,0,0,0,40,39,38,19,24,23,62,33,33,32,62,33,33,32,0,0,5,5,0,0,0,0,0,0,4,4.3
12,1979,0,0,0,0,0,40,39,38,19,24,23,62,33,33,32,62,33,33,32,0,0,5,5,0,0,0,0,0,0,4,4.3
12,1980,0,0,0,0,0,40,39,38,19,24,23,62,33,33,32,62,33,33,32,0,0,5,5,0,0,0,0,0,0,4,4.3
12,1981,1,5,28,13,10,37,36,26,12,22,22,49,32,32,32,49,32,32,32,12,7,8,8,0,0,0,0,0,0,6,6.7
12,1982,1,9,8,16,12,35,35,7,4,23,24,52,31,31,30,52,31,31,30,23,9,9,9,0,0,0,0,0,0,5.3,6.5
12,1983,0,0,0,0,0,36,36,43,24,28,28,57,30,30,29,57,30,30,29,0,0,4,4,0,0,0,0,0,0,5.3,6.5
12,1984,0,0,0,0,0,36,36,43,24,28,28,57,30,30,29,57,30,30,29,0,0,4,4,0,0,0,0,0,0,5.3,6.5
12,1985,0,0,0,0,0,36,36,43,24,28,28,57,30,30,29,57,30,30,29,0,0,4,4,0,0,0,0,0,0,5.3,6.5
12,1986,1,5,21,0,0,36,36,43,20,24,24,57,34,34,32,57,34,34,32,0,0,5,5,0,0,0,0,0,0,2,3.3
12,1987,0,0,0,0,0,37,36,43,18,22,21,57,36,36,35,57,36,36,35,0,0,6,6,0,0,0,0,0,0,2,3.3
12,1988,0,0,0,0,0,37,36,43,18,22,21,57,36,36,35,57,36,36,35,0,0,6,6,0,0,0,0,0,0,2,3.3
12,1989,1,9,6,12,8,37,36,11,12,21,21,55,36,36,35,55,36,36,35,0,0,7,7,0,0,0,0,0,0,4,4.5
